0.19,984.40,37.30,64.40,19.30,14.60,1.40,6891.60,260.50,451.82,135.10,87.60,0.25
0.24,984.50,37.40,64.20,19.30,14.60,1.44,6891.60,261.20,451.12,135.10,87.60,0.23
0.41,984.40,38.10,64.80,19.20,14.60,1.64,6891.50,261.90,451.50,135.00,87.60,0.23
0.29,984.40,37.90,65.40,19.20,14.60,1.74,6891.30,262.60,451.80,134.90,87.60,0.33
0.26,984.40,38.10,65.88,19.20,14.70,1.78,6891.10,263.10,452.88,134.80,87.60,0.24
0.19,984.40,37.40,65.50,19.20,14.70,1.77,6891.00,263.40,454.48,134.70,87.70,0.25
0.25,984.40,36.60,65.20,19.20,14.70,1.83,6890.90,262.80,455.38,134.60,87.80,0.23
0.23,984.50,37.00,64.70,19.10,14.70,1.87,6891.00,262.50,455.68,134.40,87.90,0.31
0.23,984.30,37.00,64.70,19.10,14.70,1.86,6890.80,262.10,456.18,134.20,88.00,0.27
0.33,984.40,36.20,64.50,19.10,14.70,1.78,6890.80,260.20,455.88,134.10,88.10,0.37
0.24,984.40,37.60,64.60,19.10,14.70,1.73,6890.80,259.90,455.08,134.00,88.20,0.27
0.25,984.40,37.40,64.80,19.10,14.70,1.72,6890.80,259.20,454.00,133.90,88.20,0.37
0.23,984.30,37.40,64.40,19.10,14.70,1.76,6890.70,259.20,452.90,133.80,88.20,0.42
0.31,984.30,37.70,64.40,19.10,14.60,1.81,6890.60,260.30,452.10,133.70,88.20,0.48
0.27,984.20,37.90,64.10,19.00,14.60,1.86,6890.30,261.20,451.51,133.60,88.10,0.37
0.37,984.20,37.80,64.40,19.10,14.60,2.00,6890.20,262.00,451.21,133.60,88.00,0.48
0.27,984.20,38.10,64.50,19.00,14.60,1.94,6890.00,263.90,451.20,133.50,87.90,0.37
0.37,984.20,38.60,65.10,19.00,14.60,2.07,6889.80,264.90,451.70,133.40,87.80,0.42
0.42,984.20,38.20,64.80,19.10,14.68,2.24,6889.60,265.70,451.70,133.40,87.70,0.38
0.48,984.10,37.60,64.80,19.00,14.60,2.49,6889.40,265.90,452.10,133.30,87.68,0.45
0.37,984.10,38.20,64.90,19.00,14.60,2.56,6889.20,266.40,452.60,133.20,87.68,0.34
0.48,984.10,38.20,64.90,19.00,14.70,2.76,6889.10,266.70,453.40,133.20,87.68,0.29
0.37,984.10,37.50,64.80,19.00,14.70,2.76,6889.00,266.40,453.80,133.10,87.78,0.28
0.42,984.20,38.40,65.30,19.00,14.70,2.91,6889.00,266.70,454.60,133.10,87.88,0.35
0.38,984.10,38.60,64.60,19.10,14.70,2.92,6888.90,266.70,454.10,133.20,87.98,0.37
0.45,984.20,39.10,64.40,19.10,14.70,2.95,6888.90,267.60,453.70,133.20,88.00,0.37
0.34,984.20,39.30,64.90,19.10,14.70,2.81,6889.00,269.30,453.80,133.30,88.10,0.35
0.29,984.20,38.20,65.10,19.10,14.70,2.73,6889.10,269.30,454.00,133.40,88.20,0.24
0.28,984.20,37.30,64.70,19.10,14.70,2.53,6889.20,268.40,453.80,133.50,88.20,0.40
0.35,984.20,36.60,64.60,19.10,14.70,2.51,6889.30,267.50,453.60,133.60,88.20,0.46
0.37,984.20,36.80,64.00,19.10,14.70,2.46,6889.30,265.90,452.30,133.70,88.20,0.33
0.37,984.20,36.90,63.30,19.10,14.70,2.46,6889.40,264.20,451.00,133.70,88.20,0.50
0.35,984.10,37.00,63.80,19.10,14.70,2.35,6889.30,262.10,450.40,133.70,88.20,0.45
0.24,984.10,37.20,64.00,19.10,14.70,2.25,6889.20,260.00,449.50,133.70,88.20,0.47
0.40,984.20,37.90,64.20,19.10,14.70,2.36,6889.20,259.70,448.60,133.70,88.20,0.36
0.46,984.10,37.10,63.70,19.10,14.70,2.54,6889.10,259.50,447.60,133.70,88.20,0.34
0.33,984.10,36.60,63.80,19.10,14.70,2.52,6889.00,259.50,446.80,133.70,88.20,0.44
0.50,984.10,37.80,63.10,19.10,14.70,2.65,6888.90,260.50,445.90,133.70,88.20,0.37
0.45,984.20,37.60,64.00,19.10,14.70,2.73,6888.90,261.20,446.60,133.70,88.20,0.44
0.47,984.20,37.80,64.30,19.10,14.70,2.85,6889.00,262.00,447.10,133.70,88.20,0.46
0.36,984.20,37.80,63.50,19.10,14.70,2.97,6889.10,262.60,446.60,133.70,88.20,0.37
0.34,984.10,37.70,63.90,19.10,14.70,2.91,6889.00,262.40,446.30,133.70,88.20,0.40
0.44,984.10,38.10,63.22,19.10,14.70,2.88,6889.00,263.40,445.82,133.70,88.20,0.34
0.37,984.10,37.30,63.70,19.10,14.70,2.93,6889.00,264.10,445.72,133.70,88.20,0.28
0.44,984.19,37.12,63.80,19.10,14.70,2.86,6889.09,263.42,446.42,133.70,88.20,0.29
0.46,984.20,37.30,63.40,19.00,14.70,2.87,6889.09,263.12,445.82,133.60,88.20,0.35
0.37,984.20,37.31,63.10,19.00,14.70,2.77,6889.09,262.63,444.62,133.50,88.20,0.40
0.40,984.20,37.80,64.30,18.90,14.70,2.81,6889.09,262.63,445.42,133.30,88.20,0.36
0.34,984.20,38.20,63.60,18.90,14.70,2.81,6889.19,263.13,445.12,133.10,88.20,0.31
0.28,984.20,38.10,64.20,18.90,14.70,2.65,6889.29,263.13,446.10,132.90,88.20,0.36
0.29,984.20,38.30,64.30,18.90,14.70,2.56,6889.39,264.12,446.70,132.70,88.20,0.40
0.35,984.20,38.40,64.20,18.80,14.70,2.47,6889.40,265.40,447.10,132.40,88.20,0.30
0.40,984.20,37.50,64.10,18.80,14.70,2.41,6889.40,265.60,447.80,132.20,88.20,0.35
0.36,984.20,38.50,63.90,18.80,14.60,2.40,6889.40,266.80,448.60,132.00,88.20,0.35
0.31,984.20,38.60,64.30,18.80,14.60,2.32,6889.40,267.60,448.60,131.90,88.10,0.34
0.36,984.20,38.80,64.50,18.80,14.60,2.34,6889.40,268.20,449.50,131.80,88.00,0.36
0.40,984.10,38.90,64.60,18.90,14.60,2.47,6889.30,269.00,449.90,131.80,87.90,0.31
0.30,984.20,38.60,64.50,18.90,14.60,2.48,6889.30,269.31,450.10,131.80,87.80,0.37
0.35,984.20,39.30,64.90,18.90,14.60,2.49,6889.30,270.21,450.80,131.90,87.70,0.39
0.35,984.20,38.70,64.00,18.90,14.60,2.44,6889.30,271.41,450.70,132.00,87.60,0.41
0.34,984.20,38.10,65.00,18.90,14.60,2.42,6889.30,271.01,451.80,132.10,87.60,0.41
0.36,984.20,38.40,65.20,18.80,14.60,2.47,6889.30,270.80,452.70,132.10,87.60,0.36
0.31,984.20,38.70,64.30,18.80,14.60,2.41,6889.30,270.70,452.50,132.10,87.60,0.28
0.37,984.20,39.00,64.40,18.80,14.60,2.38,6889.40,270.80,452.30,132.00,87.60,0.11
0.39,984.10,38.70,65.30,18.80,14.60,2.46,6889.30,270.90,453.10,131.90,87.60,0.21
0.41,984.10,39.30,64.90,18.80,14.50,2.52,6889.20,270.90,453.10,131.80,87.60,0.49
0.41,984.10,39.40,64.60,18.80,14.50,2.58,6889.10,271.60,453.70,131.70,87.50,0.46
0.36,984.20,39.65,65.40,18.80,14.50,2.59,6889.10,273.15,454.10,131.60,87.40,0.55
0.28,984.10,40.50,65.20,18.70,14.50,2.52,6889.00,275.25,454.10,131.50,87.30,0.83
0.11,984.10,39.86,63.40,18.80,14.60,2.31,6888.90,276.41,453.20,131.50,87.20,1.83
0.21,984.20,40.10,63.90,18.80,14.60,2.16,6888.90,277.51,452.70,131.50,87.20,4.10
0.49,984.10,40.27,66.18,18.80,14.50,2.26,6888.90,279.07,453.58,131.50,87.20,4.21
0.46,984.10,40.20,68.58,18.80,14.50,2.31,6888.90,279.97,457.26,131.50,87.20,4.16
0.55,984.11,40.19,71.28,18.80,14.40,2.46,6888.91,280.76,463.94,131.50,87.20,4.15
0.83,984.10,39.70,74.80,18.80,14.20,2.93,6888.81,280.81,473.34,131.50,87.10,4.20
1.83,984.10,39.50,79.30,18.80,14.10,4.48,6888.81,279.81,487.44,131.60,86.80,4.19
4.10,984.10,40.00,82.80,18.80,14.00,8.47,6888.81,279.96,506.84,131.60,86.30,4.21
4.21,984.00,39.91,86.90,18.80,14.00,12.48,6888.61,279.76,529.84,131.60,85.70,4.20
4.16,984.00,40.10,89.40,18.70,13.90,16.15,6888.51,279.60,553.06,131.50,85.20,4.22
4.15,984.00,40.20,90.88,18.70,13.80,19.84,6888.41,279.60,575.36,131.40,84.60,4.22
4.20,984.00,39.70,92.20,18.70,13.70,23.48,6888.30,279.11,596.28,131.30,84.00,4.20
4.19,984.00,40.20,93.30,18.70,13.60,26.85,6888.20,279.61,614.78,131.20,83.50,4.22
4.21,984.00,40.60,93.80,18.70,13.50,29.23,6888.10,280.71,629.28,131.10,83.00,4.22
4.20,984.00,41.20,94.60,18.70,13.50,29.32,6888.00,281.91,641.08,131.00,82.50,4.21
4.22,984.00,40.60,95.50,18.70,13.40,29.33,6888.00,282.60,649.68,130.90,82.00,4.22
4.22,983.90,39.60,95.90,18.60,13.30,29.39,6887.90,282.10,656.18,130.80,81.50,4.22
4.20,984.00,40.20,96.60,18.60,13.20,29.44,6887.90,282.10,661.90,130.70,81.00,4.23
4.22,984.00,40.80,97.10,18.60,13.20,29.46,6887.90,283.20,666.80,130.60,80.50,4.22
4.22,984.00,40.80,97.10,18.60,13.10,29.49,6887.90,283.80,670.60,130.50,80.10,4.22
4.21,984.00,40.90,97.30,18.50,13.10,29.49,6887.90,284.10,674.10,130.30,79.70,4.23
4.22,984.00,40.60,97.70,18.50,13.10,29.51,6887.90,283.50,677.20,130.10,79.30,4.23
4.22,984.00,40.70,97.70,18.50,13.10,29.52,6887.90,283.60,679.40,129.90,79.00,4.24
4.23,984.00,41.54,98.00,18.50,13.00,29.52,6888.00,285.54,681.50,129.80,78.80,4.25
4.22,984.00,41.20,98.00,18.50,13.00,29.54,6888.00,286.54,682.90,129.70,78.60,4.26
4.22,984.00,40.54,98.20,18.40,13.00,29.55,6888.00,286.27,684.00,129.50,78.40,4.22
4.23,984.00,41.00,98.50,18.40,13.00,29.56,6888.00,286.47,685.40,129.30,78.30,4.25
4.23,984.08,40.60,98.70,18.40,13.00,29.57,6888.08,286.17,686.80,129.20,78.20,4.22
4.24,984.00,41.50,98.80,18.40,13.00,29.60,6888.08,287.07,687.90,129.10,78.10,4.25
4.25,984.00,40.90,99.00,18.39,13.00,29.62,6888.08,287.27,689.20,128.99,78.00,4.25
4.26,984.00,41.50,99.00,18.30,13.00,29.65,6888.08,287.24,690.20,128.79,78.00,4.24
4.22,983.99,41.58,98.80,18.30,13.00,29.65,6888.07,287.62,691.00,128.59,78.00,4.25
4.25,984.00,42.10,98.70,18.30,13.00,29.68,6888.07,289.18,691.50,128.49,78.00,4.26
4.22,984.00,41.90,99.00,18.20,13.00,29.67,6888.07,290.08,692.00,128.29,78.00,4.26
4.25,984.00,42.00,98.98,18.20,13.00,29.69,6887.99,291.48,692.28,128.09,78.00,4.25
4.25,984.10,41.90,99.00,18.20,13.00,29.70,6888.09,291.88,692.48,127.89,78.00,4.24
4.24,984.00,42.00,98.90,18.20,13.00,29.69,6888.09,292.98,692.38,127.70,78.00,4.26
4.25,984.00,42.10,98.80,18.20,13.00,29.68,6888.09,293.58,692.18,127.60,78.00,4.27
4.26,984.00,42.30,99.00,18.10,13.00,29.72,6888.10,294.30,692.38,127.40,78.00,4.26
4.26,984.00,42.60,99.00,18.10,13.00,29.73,6888.10,294.80,692.68,127.20,78.00,4.26
4.25,984.00,42.60,99.30,18.10,13.00,29.75,6888.10,295.50,692.98,127.10,78.00,4.26
4.24,984.00,42.10,99.70,18.10,13.00,29.75,6888.10,295.60,693.70,127.00,78.00,4.25
4.26,984.00,42.10,99.60,18.10,12.90,29.76,6888.00,295.80,694.30,126.90,78.00,4.27
4.27,983.90,42.10,99.40,18.10,12.90,29.79,6887.90,295.90,694.80,126.80,77.90,4.27
4.26,984.00,42.50,99.80,18.00,12.90,29.81,6887.90,296.30,695.80,126.60,77.80,4.27
4.26,984.00,42.70,99.90,18.00,12.90,29.80,6887.90,296.70,696.70,126.50,77.70,4.29
4.26,984.00,42.90,99.90,18.00,12.90,29.80,6887.90,297.00,697.60,126.40,77.60,4.30
4.25,983.90,42.20,99.22,18.00,12.90,29.81,6887.80,296.60,697.52,126.30,77.50,4.29
4.27,984.00,42.60,99.30,18.00,12.90,29.83,6887.80,297.10,697.11,126.20,77.40,4.28
4.27,984.00,42.50,99.80,17.90,12.90,29.85,6887.80,297.50,697.31,126.00,77.40,4.28
4.27,983.95,42.75,99.60,17.90,12.90,29.84,6887.85,298.15,697.51,125.80,77.40,4.29
4.29,984.00,42.90,99.90,17.90,12.90,29.87,6887.85,298.55,697.61,125.70,77.40,4.31
4.30,984.00,42.37,99.90,17.90,12.80,29.91,6887.85,298.22,697.61,125.60,77.40,4.29
4.29,983.90,42.90,99.90,17.90,12.80,29.93,6887.75,298.22,697.61,125.50,77.30,4.31
4.28,983.90,42.80,99.90,17.80,12.80,29.96,6887.75,298.82,698.30,125.30,77.20,4.31
4.28,984.00,43.50,99.90,17.80,12.80,29.97,6887.75,299.72,698.90,125.10,77.10,4.29
4.29,984.00,42.90,99.90,17.80,12.80,29.99,6887.75,300.12,699.00,125.00,77.00,4.30
4.31,984.00,42.70,99.90,17.80,12.80,30.04,6887.80,300.07,699.30,124.90,76.90,4.30
4.29,983.90,43.10,99.90,17.70,12.80,30.04,6887.70,300.27,699.30,124.70,76.80,4.28
4.31,984.00,43.60,99.90,17.80,12.70,30.05,6887.70,301.50,699.30,124.60,76.80,4.30
4.31,983.90,43.60,99.90,17.70,12.70,30.08,6887.70,302.20,699.30,124.40,76.70,4.29
4.29,983.90,43.10,99.90,17.70,12.70,30.09,6887.70,302.50,699.30,124.30,76.60,4.30
4.30,983.90,43.60,99.90,17.70,12.70,30.11,6887.60,302.60,699.30,124.20,76.50,4.31
4.30,983.90,43.90,99.90,17.70,12.70,30.12,6887.50,303.60,699.30,124.10,76.40,4.32
4.28,984.00,43.50,99.90,17.70,12.70,30.08,6887.50,304.40,699.30,124.00,76.30,4.32
4.30,984.00,43.50,99.90,17.60,12.60,30.10,6887.60,304.80,699.30,123.90,76.20,4.32
4.29,984.00,43.30,99.90,17.60,12.60,30.08,6887.60,304.50,699.30,123.70,76.10,4.31
4.30,984.00,43.90,99.90,17.60,12.60,30.07,6887.70,304.80,699.30,123.60,76.00,4.35
4.31,984.00,43.40,99.90,17.60,12.60,30.09,6887.80,305.10,699.30,123.50,75.90,4.31
4.32,984.00,43.40,99.90,17.60,12.60,30.11,6887.90,304.90,699.30,123.40,75.80,4.31
4.32,984.00,43.60,99.90,17.60,12.60,30.13,6888.00,304.60,699.30,123.30,75.70,4.33
4.32,984.00,43.80,99.90,17.50,12.60,30.17,6888.00,304.90,699.30,123.10,75.60,4.35
4.31,984.00,44.00,99.90,17.50,12.60,30.18,6888.00,305.40,699.30,123.00,75.60,4.32
4.35,984.00,43.80,99.90,17.50,12.60,30.24,6888.00,305.90,699.30,122.90,75.60,4.34
4.31,984.00,43.20,99.90,17.50,12.60,30.24,6888.00,305.20,699.30,122.80,75.60,4.34
4.31,984.00,43.80,99.90,17.40,12.60,30.24,6888.00,305.60,699.30,122.60,75.60,4.35
4.33,984.00,44.10,99.90,17.40,12.60,30.25,6888.00,306.30,699.30,122.40,75.60,4.35
4.35,984.00,44.50,99.90,17.40,12.60,30.28,6888.00,307.20,699.30,122.20,75.60,4.33
4.32,984.00,44.50,99.90,17.40,12.60,30.28,6888.00,307.90,699.30,122.10,75.60,4.35
4.34,984.00,44.90,99.90,17.40,12.60,30.30,6888.00,308.80,699.30,122.00,75.60,4.34
4.34,984.10,44.70,99.90,17.40,12.60,30.29,6888.10,309.70,699.30,121.90,75.60,4.34
4.35,984.00,44.90,99.90,17.40,12.60,30.33,6888.10,311.40,699.30,121.80,75.60,4.36
4.35,984.10,44.20,99.90,17.40,12.60,30.37,6888.20,311.80,699.30,121.80,75.60,4.36
4.33,984.00,44.20,99.90,17.30,12.50,30.37,6888.20,311.90,699.30,121.70,75.60,4.33
4.35,984.10,43.80,99.90,17.30,12.50,30.37,6888.30,311.20,699.30,121.60,75.50,4.35
4.34,984.10,44.20,99.90,17.30,12.50,30.39,6888.40,310.90,699.30,121.50,75.40,4.36
4.34,984.10,44.00,99.90,17.30,12.50,30.39,6888.50,310.00,699.30,121.40,75.30,4.37
4.36,984.10,44.60,99.90,17.30,12.50,30.41,6888.50,309.90,699.30,121.30,75.20,4.38
4.36,984.10,44.80,99.90,17.30,12.50,30.42,6888.60,309.80,699.30,121.20,75.10,4.36
4.33,984.10,44.10,99.90,17.30,12.50,30.40,6888.60,309.70,699.30,121.10,75.00,4.36
4.35,984.10,44.30,99.90,17.30,12.50,30.42,6888.70,309.80,699.30,121.10,75.00,4.34
4.36,984.10,44.60,99.90,17.30,12.50,30.43,6888.70,310.60,699.30,121.10,75.00,4.36
4.37,984.10,44.70,99.90,17.30,12.50,30.47,6888.70,311.10,699.30,121.10,75.00,4.36
4.38,984.10,44.20,99.90,17.20,12.50,30.51,6888.70,311.30,699.30,121.00,75.00,4.37
4.36,984.10,44.50,99.90,17.20,12.50,30.51,6888.70,311.20,699.30,120.90,75.00,4.36
4.36,984.10,44.60,99.90,17.20,12.50,30.51,6888.70,311.00,699.30,120.80,75.00,4.34
4.34,984.10,44.11,99.90,17.20,12.50,30.53,6888.70,311.01,699.30,120.70,75.00,4.38
4.36,984.10,44.40,99.90,17.20,12.50,30.53,6888.70,311.11,699.30,120.60,75.00,4.39
4.36,984.10,44.70,99.90,17.10,12.50,30.53,6888.70,311.20,699.30,120.40,75.00,4.37
4.37,984.10,44.50,99.90,17.10,12.50,30.53,6888.70,311.00,699.30,120.20,75.00,4.36
4.36,984.10,44.90,99.90,17.10,12.50,30.51,6888.70,311.70,699.30,120.10,75.00,4.37
4.34,984.10,45.30,99.90,17.10,12.50,30.49,6888.70,312.50,699.30,120.00,75.00,4.39
4.38,984.10,44.80,99.90,17.10,12.50,30.51,6888.70,312.70,699.30,119.90,75.00,4.39
4.39,984.10,44.90,99.90,17.10,12.50,30.56,6888.70,313.50,699.30,119.80,75.00,4.38
4.37,984.10,45.00,99.90,17.00,12.50,30.58,6888.70,314.10,699.30,119.60,75.00,4.40
4.36,984.10,45.10,99.90,17.00,12.50,30.58,6888.70,314.50,699.30,119.50,75.00,4.38
4.37,984.10,44.60,99.90,17.00,12.50,30.58,6888.70,314.60,699.30,119.40,75.00,4.41
4.39,984.10,45.10,99.90,17.00,12.50,30.61,6888.70,314.80,699.30,119.30,75.00,4.40
4.39,984.10,44.40,99.90,17.00,12.50,30.65,6888.70,313.90,699.30,119.20,75.00,4.39
4.38,984.10,44.70,99.90,17.00,12.50,30.65,6888.70,313.80,699.30,119.10,75.00,4.41
4.40,984.10,45.00,99.90,16.90,12.50,30.67,6888.70,313.90,699.30,118.90,75.00,4.40
4.38,984.10,45.00,99.90,16.90,12.42,30.68,6888.70,313.90,699.30,118.80,75.00,4.41
4.41,984.10,45.30,99.90,16.90,12.50,30.72,6888.70,314.10,699.30,118.70,74.92,4.40
4.40,984.10,45.20,99.90,16.90,12.50,30.75,6888.70,314.70,699.30,118.60,74.92,4.38
4.39,984.10,45.40,99.90,16.90,12.40,30.75,6888.70,315.00,699.30,118.50,74.92,4.41
4.41,984.00,45.50,99.90,16.90,12.40,30.77,6888.60,316.10,699.30,118.40,74.82,4.39
4.40,984.10,46.20,99.90,16.90,12.40,30.79,6888.60,317.60,699.30,118.30,74.72,4.40
4.41,984.10,46.00,99.90,16.83,12.40,30.80,6888.60,318.60,699.30,118.23,74.62,4.41
4.40,984.10,46.10,99.90,16.80,12.40,30.82,6888.60,319.70,699.30,118.13,74.60,4.43
4.38,984.10,46.02,99.90,16.80,12.40,30.79,6888.60,320.42,699.30,118.03,74.50,4.40
4.41,984.10,45.70,99.90,16.80,12.40,30.80,6888.60,320.92,699.30,117.93,74.40,4.40
4.39,984.10,45.91,99.90,16.80,12.40,30.79,6888.60,321.43,699.30,117.83,74.40,4.41
4.40,984.10,45.80,99.90,16.80,12.40,30.79,6888.70,321.73,699.30,117.73,74.40,4.41
4.41,984.10,45.89,99.90,16.80,12.40,30.79,6888.70,321.43,699.30,117.63,74.40,4.41
4.43,984.00,46.30,99.90,16.70,12.40,30.81,6888.60,321.73,699.30,117.50,74.40,4.43
4.40,984.00,45.80,99.90,16.70,12.40,30.82,6888.50,321.43,699.30,117.40,74.40,4.42
4.40,984.00,45.70,99.90,16.70,12.40,30.84,6888.40,321.11,699.30,117.30,74.40,4.44
4.41,984.00,46.40,99.90,16.70,12.40,30.84,6888.30,321.81,699.30,117.20,74.40,4.43
4.41,984.10,46.20,99.90,16.70,12.40,30.87,6888.30,322.09,699.30,117.10,74.40,4.42
4.41,984.10,46.60,99.90,16.70,12.40,30.88,6888.30,322.89,699.30,117.00,74.40,4.44
4.43,984.10,47.00,99.90,16.60,12.40,30.89,6888.30,324.00,699.30,116.80,74.40,4.43
4.42,984.00,46.20,99.90,16.60,12.40,30.88,6888.30,323.90,699.30,116.70,74.40,4.44
4.44,984.10,46.50,99.90,16.60,12.40,30.91,6888.40,324.60,699.30,116.60,74.40,4.45
4.43,984.00,46.20,99.90,16.60,12.40,30.94,6888.40,325.10,699.30,116.50,74.40,4.47
4.42,984.10,46.70,99.90,16.60,12.40,30.95,6888.50,325.40,699.30,116.40,74.40,4.45
4.44,984.10,46.30,99.90,16.50,12.40,30.98,6888.50,325.50,699.30,116.20,74.40,4.44
4.43,984.10,46.50,99.90,16.50,12.40,31.00,6888.50,325.40,699.30,116.00,74.40,4.45
4.44,984.10,46.60,99.90,16.50,12.30,31.00,6888.50,325.00,699.30,115.90,74.40,4.44
4.45,984.10,46.60,99.90,16.50,12.30,31.04,6888.60,325.40,699.30,115.80,74.30,4.46
4.47,984.10,46.60,99.90,16.50,12.40,31.07,6888.60,325.50,699.30,115.70,74.20,4.44
4.45,984.10,47.20,99.90,16.40,12.40,31.09,6888.70,326.50,699.30,115.50,74.20,4.46
4.44,984.10,46.50,99.90,16.40,12.30,31.11,6888.70,326.30,699.30,115.30,74.20,4.46
4.45,984.00,47.20,99.90,16.40,12.30,31.11,6888.60,327.20,699.30,115.20,74.10,4.48
4.44,984.10,47.10,99.90,16.40,12.30,31.13,6888.60,327.80,699.30,115.10,74.00,4.47
4.46,984.10,47.01,99.90,16.40,12.30,31.15,6888.60,328.21,699.30,115.00,74.00,4.45
4.44,984.10,47.00,99.90,16.40,12.30,31.15,6888.60,328.61,699.30,114.90,74.00,4.45
